CO_MUNICIPIO,NO_MUNICIPIO,SG_UF,MES_REFERENCIA,QT_FAMILIAS_POBREZA_FAIXA_PBF,QT_FAMILIAS_ATE_MEIO_SM,QT_FAMILIAS_ACIMA_MEIO_SM
251610,SOLEDADE,PB,08/2026,2337,3151,1472
251615,SOSSÊGO,PB,08/2026,884,1084,437
251620,SOUSA,PB,08/2026,12372,15550,6388
251630,SUMÉ,PB,08/2026,3576,4453,1843
251640,TACIMA,PB,08/2026,1793,2114,566
251650,TAPEROÁ,PB,08/2026,3022,3654,1531
251660,TAVARES,PB,08/2026,2860,3493,1392
251670,TEIXEIRA,PB,08/2026,3729,4247,1164
251675,TENÓRIO,PB,08/2026,788,895,329
251680,TRIUNFO,PB,08/2026,1665,2059,770
251690,UIRAÚNA,PB,08/2026,2283,2936,1574
251700,UMBUZEIRO,PB,08/2026,1737,2201,908
251710,VÁRZEA,PB,08/2026,406,551,353
251720,VIEIRÓPOLIS,PB,08/2026,769,1028,533
251740,ZABELÊ,PB,08/2026,467,627,383
260005,ABREU E LIMA,PE,08/2026,17005,21996,9869
260010,AFOGADOS DA INGAZEIRA,PE,08/2026,6020,8990,4010
260020,AFRÂNIO,PE,08/2026,3763,4815,2373
260030,AGRESTINA,PE,08/2026,6535,7601,2877
260040,ÁGUA PRETA,PE,08/2026,5488,6653,2578
260050,ÁGUAS BELAS,PE,08/2026,11594,13176,2544
260060,ALAGOINHA,PE,08/2026,2967,3572,1330
260070,ALIANÇA,PE,08/2026,7532,9518,2904
260080,ALTINHO,PE,08/2026,5083,6042,1811
260090,AMARAJI,PE,08/2026,4276,5194,1715
260100,ANGELIM,PE,08/2026,2590,2993,721
260105,ARAÇOIABA,PE,08/2026,3939,4878,1390
260110,ARARIPINA,PE,08/2026,15329,19967,6556
260120,ARCOVERDE,PE,08/2026,11900,15295,5346
260130,BARRA DE GUABIRABA,PE,08/2026,2000,2659,842
260140,BARREIROS,PE,08/2026,7697,9911,3594
260150,BELÉM DE MARIA,PE,08/2026,2446,2971,949
260160,BELÉM DO SÃO FRANCISCO,PE,08/2026,6062,6693,2073
260170,BELO JARDIM,PE,08/2026,13290,17322,5797
260180,BETÂNIA,PE,08/2026,2600,3248,1230
260190,BEZERROS,PE,08/2026,15009,17484,6207
260200,BODOCÓ,PE,08/2026,7373,8882,2666
260210,BOM CONSELHO,PE,08/2026,8411,10519,3263
260220,BOM JARDIM,PE,08/2026,9127,10505,3123
260230,BONITO,PE,08/2026,9681,11631,4081
260240,BREJÃO,PE,08/2026,2285,2774,816
260250,BREJINHO,PE,08/2026,1777,2175,859
260260,BREJO DA MADRE DE DEUS,PE,08/2026,10511,13486,4123
260270,BUENOS AIRES,PE,08/2026,3430,4045,1316
260280,BUÍQUE,PE,08/2026,11248,13291,3815
260290,CABO DE SANTO AGOSTINHO,PE,08/2026,30106,40811,17617
260300,CABROBÓ,PE,08/2026,9126,10796,3532
260310,CACHOEIRINHA,PE,08/2026,5031,5982,1802
260320,CAETÉS,PE,08/2026,5391,6607,2188
260330,CALÇADO,PE,08/2026,1855,2231,655
260340,CALUMBI,PE,08/2026,1539,1896,597
260345,CAMARAGIBE,PE,08/2026,20640,28030,11683
260350,CAMOCIM DE SÃO FÉLIX,PE,08/2026,5301,5980,2021
260360,CAMUTANGA,PE,08/2026,1344,1896,767
260370,CANHOTINHO,PE,08/2026,4574,5455,2023
260380,CAPOEIRAS,PE,08/2026,3861,4737,1743
260390,CARNAÍBA,PE,08/2026,2727,3862,2287
260392,CARNAUBEIRA DA PENHA,PE,08/2026,3475,4222,1096
260400,CARPINA,PE,08/2026,15688,19208,7211
260410,CARUARU,PE,08/2026,51553,75573,35139
260415,CASINHAS,PE,08/2026,3475,4197,1759
260420,CATENDE,PE,08/2026,8426,9762,2623
260430,CEDRO,PE,08/2026,1825,2522,962
260440,CHÃ DE ALEGRIA,PE,08/2026,3174,3737,1260
260450,CHÃ GRANDE,PE,08/2026,4614,5530,1560
260460,CONDADO,PE,08/2026,3858,5303,2305
260470,CORRENTES,PE,08/2026,3526,4006,1061
260480,CORTÊS,PE,08/2026,2218,2863,1000
260490,CUMARU,PE,08/2026,4089,4818,1933
260500,CUPIRA,PE,08/2026,4301,5707,2008
260510,CUSTÓDIA,PE,08/2026,8736,10305,3896
260515,DORMENTES,PE,08/2026,2558,3625,1936
260520,ESCADA,PE,08/2026,10339,13104,4938
260530,EXU,PE,08/2026,7785,9300,3059
260540,FEIRA NOVA,PE,08/2026,6530,7285,1858
260545,FERNANDO DE NORONHA,PE,08/2026,76,137,95
260550,FERREIROS,PE,08/2026,1993,2655,1164
260560,FLORES,PE,08/2026,3715,4755,1846
260570,FLORESTA,PE,08/2026,6876,8346,2436
260580,FREI MIGUELINHO,PE,08/2026,4285,4883,1135
260590,GAMELEIRA,PE,08/2026,4533,5393,1743
260600,GARANHUNS,PE,08/2026,23401,30384,13277
260610,GLÓRIA DO GOITÁ,PE,08/2026,5923,7522,2915
260620,GOIANA,PE,08/2026,15386,19770,7967
260630,GRANITO,PE,08/2026,1728,2125,775
260640,GRAVATÁ,PE,08/2026,18263,22243,7287
260650,IATI,PE,08/2026,4145,4919,1308
260660,IBIMIRIM,PE,08/2026,5934,6965,2544
260670,IBIRAJUBA,PE,08/2026,1466,1846,870
260680,IGARASSU,PE,08/2026,19351,26092,11392
260690,IGUARACY,PE,08/2026,2324,2843,1284
260700,INAJÁ,PE,08/2026,7920,8487,1308
260710,INGAZEIRA,PE,08/2026,889,1086,610
260720,IPOJUCA,PE,08/2026,20956,26907,11972
260730,IPUBI,PE,08/2026,6815,8089,2022
260740,ITACURUBA,PE,08/2026,940,1248,614
260750,ITAÍBA,PE,08/2026,6126,7107,2112
260760,ILHA DE ITAMARACÁ,PE,08/2026,5098,6110,1921
260765,ITAMBÉ,PE,08/2026,6167,8181,2890
260770,ITAPETIM,PE,08/2026,3003,3594,1501
260775,ITAPISSUMA,PE,08/2026,5259,6516,2195
260780,ITAQUITINGA,PE,08/2026,2259,3144,1363
260790,JABOATÃO DOS GUARARAPES,PE,08/2026,91194,123223,57302
260795,JAQUEIRA,PE,08/2026,2541,3037,961
260800,JATAÚBA,PE,08/2026,5233,6024,1926
260805,JATOBÁ,PE,08/2026,2851,3445,1229
260810,JOÃO ALFREDO,PE,08/2026,4905,6268,1800
260820,JOAQUIM NABUCO,PE,08/2026,4043,4551,1431
260825,JUCATI,PE,08/2026,2176,2819,782
260830,JUPI,PE,08/2026,3037,3900,1292
260840,JUREMA,PE,08/2026,3794,4264,1152
260845,LAGOA DO CARRO,PE,08/2026,3393,4402,1630
260850,LAGOA DE ITAENGA,PE,08/2026,3619,4607,1928
260860,LAGOA DO OURO,PE,08/2026,2481,3146,1129
260870,LAGOA DOS GATOS,PE,08/2026,3624,4194,1207
260875,LAGOA GRANDE,PE,08/2026,5362,6956,2990
260880,LAJEDO,PE,08/2026,8474,10577,3113
260890,LIMOEIRO,PE,08/2026,7985,11300,4690
260900,MACAPARANA,PE,08/2026,3149,5103,1622
260910,MACHADOS,PE,08/2026,2602,3221,834
260915,MANARI,PE,08/2026,6251,6655,1288
260920,MARAIAL,PE,08/2026,2348,2789,1073
260930,MIRANDIBA,PE,08/2026,2805,3693,1466
260940,MORENO,PE,08/2026,10903,13691,4896
260950,NAZARÉ DA MATA,PE,08/2026,4103,5900,3217
260960,OLINDA,PE,08/2026,54971,73047,31912
260970,OROBÓ,PE,08/2026,3766,4840,1839
260980,OROCÓ,PE,08/2026,4352,4826,1514
260990,OURICURI,PE,08/2026,10950,14424,5812
261000,PALMARES,PE,08/2026,10861,13627,5384
261010,PALMEIRINA,PE,08/2026,1730,1990,639
261020,PANELAS,PE,08/2026,5464,6568,2088
261030,PARANATAMA,PE,08/2026,3129,3923,1406
261040,PARNAMIRIM,PE,08/2026,4257,5330,2097
261050,PASSIRA,PE,08/2026,5897,7238,2551
261060,PAUDALHO,PE,08/2026,12370,14931,5092
261070,PAULISTA,PE,08/2026,50421,64465,29831
261080,PEDRA,PE,08/2026,6339,6893,1605
261090,PESQUEIRA,PE,08/2026,14839,17614,5271
261100,PETROLÂNDIA,PE,08/2026,6101,7971,2493
261110,PETROLINA,PE,08/2026,48972,71397,34676
261120,POÇÃO,PE,08/2026,3223,3717,1461
261130,POMBOS,PE,08/2026,5740,6830,2254
261140,PRIMAVERA,PE,08/2026,2264,2865,1186
261150,QUIPAPÁ,PE,08/2026,3833,4644,1474
261153,QUIXABA,PE,08/2026,1193,1666,839
261160,RECIFE,PE,08/2026,142093,216447,89626
261170,RIACHO DAS ALMAS,PE,08/2026,6019,7069,2323
261180,RIBEIRÃO,PE,08/2026,5605,7293,2937
261190,RIO FORMOSO,PE,08/2026,3655,4661,1645
261200,SAIRÉ,PE,08/2026,2465,2977,1090
261210,SALGADINHO,PE,08/2026,1347,1603,576
261220,SALGUEIRO,PE,08/2026,10201,13809,5631
261230,SALOÁ,PE,08/2026,2771,3482,1193
261240,SANHARÓ,PE,08/2026,5175,5955,1770
261245,SANTA CRUZ,PE,08/2026,2417,3226,1620
261247,SANTA CRUZ DA BAIXA VERDE,PE,08/2026,2103,2804,1293
261250,SANTA CRUZ DO CAPIBARIBE,PE,08/2026,15169,24314,10051
261255,SANTA FILOMENA,PE,08/2026,2254,3106,1544
261260,SANTA MARIA DA BOA VISTA,PE,08/2026,12429,14222,3753
261270,SANTA MARIA DO CAMBUCÁ,PE,08/2026,4182,4705,1744
261280,SANTA TEREZINHA,PE,08/2026,2046,2489,782
261290,SÃO BENEDITO DO SUL,PE,08/2026,2312,2765,995
261300,SÃO BENTO DO UNA,PE,08/2026,9400,12120,4967
261310,SÃO CAITANO,PE,08/2026,7382,9202,3107
261320,SÃO JOÃO,PE,08/2026,4667,5756,1804
261330,SÃO JOAQUIM DO MONTE,PE,08/2026,5129,5993,1884
261340,SÃO JOSÉ DA COROA GRANDE,PE,08/2026,4714,5637,1854
261350,SÃO JOSÉ DO BELMONTE,PE,08/2026,5946,7784,2664
261360,SÃO JOSÉ DO EGITO,PE,08/2026,6681,8026,2850
261370,SÃO LOURENÇO DA MATA,PE,08/2026,16828,22707,9268
261380,SÃO VICENTE FÉRRER,PE,08/2026,3254,4218,1322
261390,SERRA TALHADA,PE,08/2026,12445,17178,7966
261400,SERRITA,PE,08/2026,3603,4567,1714
261410,SERTÂNIA,PE,08/2026,7000,8489,3884
261420,SIRINHAÉM,PE,08/2026,6598,8260,2926
261430,MOREILÂNDIA,PE,08/2026,3285,3838,1524
261440,SOLIDÃO,PE,08/2026,1038,1347,471
261450,SURUBIM,PE,08/2026,10807,13873,4773
261460,TABIRA,PE,08/2026,5595,7046,2570
261470,TACAIMBÓ,PE,08/2026,2851,3530,1351
261480,TACARATU,PE,08/2026,3881,5131,1742
261485,TAMANDARÉ,PE,08/2026,4627,5966,2250
261500,TAQUARITINGA DO NORTE,PE,08/2026,4957,6606,2309
261510,TEREZINHA,PE,08/2026,1439,1743,506
261520,TERRA NOVA,PE,08/2026,1651,2187,899
261530,TIMBAÚBA,PE,08/2026,7044,10506,4907
261540,TORITAMA,PE,08/2026,6948,9593,2303
261550,TRACUNHAÉM,PE,08/2026,2329,3093,1028
261560,TRINDADE,PE,08/2026,7359,8939,2703
261570,TRIUNFO,PE,08/2026,2153,3113,2002
261580,TUPANATINGA,PE,08/2026,5811,6642,1751
261590,TUPARETAMA,PE,08/2026,1737,2176,840
261600,VENTUROSA,PE,08/2026,4401,5308,1528
261610,VERDEJANTE,PE,08/2026,1349,1931,852
261618,VERTENTE DO LÉRIO,PE,08/2026,2251,2553,866
261620,VERTENTES,PE,08/2026,4065,5101,1323
261630,VICÊNCIA,PE,08/2026,3670,5269,1942
261640,VITÓRIA DE SANTO ANTÃO,PE,08/2026,20592,28704,12596
261650,XEXÉU,PE,08/2026,3672,4181,1355
220005,ACAUÃ,PI,08/2026,1359,1702,550
220010,AGRICOLÂNDIA,PI,08/2026,957,1197,651
220020,ÁGUA BRANCA,PI,08/2026,3643,4372,1864
220025,ALAGOINHA DO PIAUÍ,PI,08/2026,1584,1862,721
220027,ALEGRETE DO PIAUÍ,PI,08/2026,923,1141,512
220030,ALTO LONGÁ,PI,08/2026,3017,3481,1389
220040,ALTOS,PI,08/2026,5830,8576,3317
220045,ALVORADA DO GURGUÉIA,PI,08/2026,1127,1374,663
220050,AMARANTE,PI,08/2026,3140,3934,1674
220060,ANGICAL DO PIAUÍ,PI,08/2026,1657,1911,790
220070,ANÍSIO DE ABREU,PI,08/2026,1838,2175,818
220080,ANTÔNIO ALMEIDA,PI,08/2026,461,631,307
220090,AROAZES,PI,08/2026,1165,1362,652
220095,AROEIRAS DO ITAIM,PI,08/2026,769,893,312
220100,ARRAIAL,PI,08/2026,884,1106,622
220105,ASSUNÇÃO DO PIAUÍ,PI,08/2026,1472,1906,780
220110,AVELINO LOPES,PI,08/2026,2162,2737,1163
220115,BAIXA GRANDE DO RIBEIRO,PI,08/2026,2366,2923,955
220117,BARRA DALCÂNTARA,PI,08/2026,735,936,516
220120,BARRAS,PI,08/2026,12853,14401,3550
220130,BARREIRAS DO PIAUÍ,PI,08/2026,676,846,282
220140,BARRO DURO,PI,08/2026,1137,1389,490
220150,BATALHA,PI,08/2026,4939,6175,1966
220155,BELA VISTA DO PIAUÍ,PI,08/2026,686,1032,480
220157,BELÉM DO PIAUÍ,PI,08/2026,618,828,340
220160,BENEDITINOS,PI,08/2026,2170,2596,970
220170,BERTOLÍNIA,PI,08/2026,910,1177,552
220173,BETÂNIA DO PIAUÍ,PI,08/2026,1417,1771,896
220177,BOA HORA,PI,08/2026,1971,2171,540
220180,BOCAINA,PI,08/2026,787,982,457
220190,BOM JESUS,PI,08/2026,4659,6124,2552
220191,BOM PRINCÍPIO DO PIAUÍ,PI,08/2026,1345,1756,550
220192,BONFIM DO PIAUÍ,PI,08/2026,1280,1537,750
220194,BOQUEIRÃO DO PIAUÍ,PI,08/2026,1487,1740,609
220196,BRASILEIRA,PI,08/2026,1637,2008,654
220198,BREJO DO PIAUÍ,PI,08/2026,994,1151,341
220200,BURITI DOS LOPES,PI,08/2026,3743,4809,1533
220202,BURITI DOS MONTES,PI,08/2026,1535,1864,864
220205,CABECEIRAS DO PIAUÍ,PI,08/2026,1859,2382,896
220207,CAJAZEIRAS DO PIAUÍ,PI,08/2026,437,642,287
220208,CAJUEIRO DA PRAIA,PI,08/2026,910,1825,856
220209,CALDEIRÃO GRANDE DO PIAUÍ,PI,08/2026,1031,1346,648
220210,CAMPINAS DO PIAUÍ,PI,08/2026,1084,1344,663
220211,CAMPO ALEGRE DO FIDALGO,PI,08/2026,1295,1479,463
220213,CAMPO GRANDE DO PIAUÍ,PI,08/2026,1207,1520,804
220217,CAMPO LARGO DO PIAUÍ,PI,08/2026,2004,2290,545
220220,CAMPO MAIOR,PI,08/2026,9518,11636,4540
220225,CANAVIEIRA,PI,08/2026,759,858,352
220230,CANTO DO BURITI,PI,08/2026,4036,4769,1647
220240,CAPITÃO DE CAMPOS,PI,08/2026,2807,3282,1283
220245,CAPITÃO GERVÁSIO OLIVEIRA,PI,08/2026,1198,1351,589
220250,CARACOL,PI,08/2026,2407,2785,882
220253,CARAÚBAS DO PIAUÍ,PI,08/2026,1138,1487,630
220255,CARIDADE DO PIAUÍ,PI,08/2026,1163,1528,606
220260,CASTELO DO PIAUÍ,PI,08/2026,3756,4571,2068
220265,CAXINGÓ,PI,08/2026,1263,1595,445
220270,COCAL,PI,08/2026,5520,6979,1550
220271,COCAL DE TELHA,PI,08/2026,1180,1357,466
220272,COCAL DOS ALVES,PI,08/2026,1106,1533,492
220273,COIVARAS,PI,08/2026,778,1015,541
220275,COLÔNIA DO GURGUÉIA,PI,08/2026,1799,2006,979
220277,COLÔNIA DO PIAUÍ,PI,08/2026,1550,1839,859
220280,CONCEIÇÃO DO CANINDÉ,PI,08/2026,1338,1608,740
220285,CORONEL JOSÉ DIAS,PI,08/2026,1303,1492,497
220290,CORRENTE,PI,08/2026,3706,5239,2670
220300,CRISTALÂNDIA DO PIAUÍ,PI,08/2026,1070,1487,661
220310,CRISTINO CASTRO,PI,08/2026,1659,2360,1135
220320,CURIMATÁ,PI,08/2026,2017,2667,1272
220323,CURRAIS,PI,08/2026,932,1301,702
220325,CURRALINHOS,PI,08/2026,794,1053,496
220327,CURRAL NOVO DO PIAUÍ,PI,08/2026,1372,1651,524
220330,DEMERVAL LOBÃO,PI,08/2026,3937,4638,1420
220335,DIRCEU ARCOVERDE,PI,08/2026,1723,1899,515
220340,DOM EXPEDITO LOPES,PI,08/2026,933,1332,849
220342,DOMINGOS MOURÃO,PI,08/2026,850,1104,457
220345,DOM INOCÊNCIO,PI,08/2026,1918,2336,1248
220350,ELESBÃO VELOSO,PI,08/2026,1726,2518,1399
220360,ELISEU MARTINS,PI,08/2026,818,1028,544
220370,ESPERANTINA,PI,08/2026,6959,8789,2488
220375,FARTURA DO PIAUÍ,PI,08/2026,1612,1751,392
220380,FLORES DO PIAUÍ,PI,08/2026,1146,1300,667
220385,FLORESTA DO PIAUÍ,PI,08/2026,564,669,486
220390,FLORIANO,PI,08/2026,7365,10681,5987
220400,FRANCINÓPOLIS,PI,08/2026,853,1150,671
220410,FRANCISCO AYRES,PI,08/2026,834,1011,478
220415,FRANCISCO MACEDO,PI,08/2026,463,660,392
220420,FRANCISCO SANTOS,PI,08/2026,1002,1434,843
220430,FRONTEIRAS,PI,08/2026,1797,2378,973
220435,GEMINIANO,PI,08/2026,1501,1836,790
220440,GILBUÉS,PI,08/2026,2277,2778,914
220450,GUADALUPE,PI,08/2026,1953,2307,906
220455,GUARIBAS,PI,08/2026,1362,1514,315
220460,HUGO NAPOLEÃO,PI,08/2026,810,929,336
220465,ILHA GRANDE,PI,08/2026,1808,2430,786
220470,INHUMA,PI,08/2026,2322,3171,1236
220480,IPIRANGA DO PIAUÍ,PI,08/2026,1342,1961,1000
220490,ISAÍAS COELHO,PI,08/2026,1654,1990,914
220500,ITAINÓPOLIS,PI,08/2026,2063,2702,1420
220510,ITAUEIRA,PI,08/2026,1845,2212,959
220515,JACOBINA DO PIAUÍ,PI,08/2026,1586,1833,698
220520,JAICÓS,PI,08/2026,4226,4957,1420
220525,JARDIM DO MULATO,PI,08/2026,932,1138,438
220527,JATOBÁ DO PIAUÍ,PI,08/2026,1255,1451,652
220530,JERUMENHA,PI,08/2026,881,1140,537
220535,JOÃO COSTA,PI,08/2026,595,762,303
220540,JOAQUIM PIRES,PI,08/2026,2215,2905,891
220545,JOCA MARQUES,PI,08/2026,1320,1558,418
220550,JOSÉ DE FREITAS,PI,08/2026,6089,8468,2977
220551,JUAZEIRO DO PIAUÍ,PI,08/2026,1134,1327,573
220552,JÚLIO BORGES,PI,08/2026,940,1214,592
220553,JUREMA,PI,08/2026,1564,1784,613
220554,LAGOINHA DO PIAUÍ,PI,08/2026,593,755,378
220555,LAGOA ALEGRE,PI,08/2026,2694,2993,1087
220556,LAGOA DO BARRO DO PIAUÍ,PI,08/2026,840,1166,623
220557,LAGOA DE SÃO FRANCISCO,PI,08/2026,1206,1555,864
220558,LAGOA DO PIAUÍ,PI,08/2026,906,1109,461
220559,LAGOA DO SÍTIO,PI,08/2026,1241,1534,634
220560,LANDRI SALES,PI,08/2026,1222,1437,764
220570,LUÍS CORREIA,PI,08/2026,5167,7429,2379
220580,LUZILÂNDIA,PI,08/2026,5375,6440,1720
220585,MADEIRO,PI,08/2026,1601,1940,689
220590,MANOEL EMÍDIO,PI,08/2026,1025,1342,596
220595,MARCOLÂNDIA,PI,08/2026,1960,2543,685
220600,MARCOS PARENTE,PI,08/2026,1118,1279,554
220605,MASSAPÊ DO PIAUÍ,PI,08/2026,978,1308,546
220610,MATIAS OLÍMPIO,PI,08/2026,2825,3176,755
220620,MIGUEL ALVES,PI,08/2026,7615,8789,2481
220630,MIGUEL LEÃO,PI,08/2026,173,261,136
220635,MILTON BRANDÃO,PI,08/2026,1460,1749,626
220640,MONSENHOR GIL,PI,08/2026,1429,1926,860
220650,MONSENHOR HIPÓLITO,PI,08/2026,1722,2186,873
220660,MONTE ALEGRE DO PIAUÍ,PI,08/2026,1765,2217,912
220665,MORRO CABEÇA NO TEMPO,PI,08/2026,1132,1343,484
220667,MORRO DO CHAPÉU DO PIAUÍ,PI,08/2026,1302,1580,428
220669,MURICI DOS PORTELAS,PI,08/2026,1501,1802,411
220670,NAZARÉ DO PIAUÍ,PI,08/2026,1731,1997,903
220672,NAZÁRIA,PI,08/2026,1927,2500,1119
220675,NOSSA SENHORA DE NAZARÉ,PI,08/2026,894,1143,498
220680,NOSSA SENHORA DOS REMÉDIOS,PI,08/2026,3103,3303,510
220690,NOVO ORIENTE DO PIAUÍ,PI,08/2026,1020,1291,596
220695,NOVO SANTO ANTÔNIO,PI,08/2026,695,852,305
220700,OEIRAS,PI,08/2026,8234,10343,4869
220710,OLHO DÁGUA DO PIAUÍ,PI,08/2026,482,623,382
220720,PADRE MARCOS,PI,08/2026,1601,1884,608
220730,PAES LANDIM,PI,08/2026,975,1249,469
220735,PAJEÚ DO PIAUÍ,PI,08/2026,547,730,485
220740,PALMEIRA DO PIAUÍ,PI,08/2026,767,1064,540
220750,PALMEIRAIS,PI,08/2026,3555,3906,1427
220755,PAQUETÁ,PI,08/2026,944,1128,553
220760,PARNAGUÁ,PI,08/2026,2727,3058,816
220770,PARNAÍBA,PI,08/2026,17140,27793,11513
220775,PASSAGEM FRANCA DO PIAUÍ,PI,08/2026,1178,1282,382
220777,PATOS DO PIAUÍ,PI,08/2026,864,1197,642
220779,PAU DARCO DO PIAUÍ,PI,08/2026,901,1080,386
220780,PAULISTANA,PI,08/2026,4641,5735,1863
220785,PAVUSSU,PI,08/2026,1275,1376,366
220790,PEDRO II,PI,08/2026,8280,10337,3087
220793,PEDRO LAURENTINO,PI,08/2026,736,858,418
220795,NOVA SANTA RITA,PI,08/2026,948,1190,436
220800,PICOS,PI,08/2026,10605,14802,7468
220810,PIMENTEIRAS,PI,08/2026,2154,2677,1290
220820,PIO IX,PI,08/2026,4621,5567,1605
220830,PIRACURUCA,PI,08/2026,4950,6727,2462
220840,PIRIPIRI,PI,08/2026,9465,13162,5462
220850,PORTO,PI,08/2026,3021,3405,822
220855,PORTO ALEGRE DO PIAUÍ,PI,08/2026,832,907,307
220860,PRATA DO PIAUÍ,PI,08/2026,962,1093,380
220865,QUEIMADA NOVA,PI,08/2026,1353,1863,1041
220870,REDENÇÃO DO GURGUÉIA,PI,08/2026,2285,2693,1074
220880,REGENERAÇÃO,PI,08/2026,4717,5482,1924
220885,RIACHO FRIO,PI,08/2026,939,1202,533
220887,RIBEIRA DO PIAUÍ,PI,08/2026,1301,1456,651
220890,RIBEIRO GONÇALVES,PI,08/2026,1074,1322,701
220900,RIO GRANDE DO PIAUÍ,PI,08/2026,1670,1896,741
220910,SANTA CRUZ DO PIAUÍ,PI,08/2026,1277,1650,782
220915,SANTA CRUZ DOS MILAGRES,PI,08/2026,496,691,376
220920,SANTA FILOMENA,PI,08/2026,1242,1574,656
220930,SANTA LUZ,PI,08/2026,1532,1751,596
220935,SANTANA DO PIAUÍ,PI,08/2026,603,833,569
220937,SANTA ROSA DO PIAUÍ,PI,08/2026,1124,1307,533
220940,SANTO ANTÔNIO DE LISBOA,PI,08/2026,1220,1546,715
220945,SANTO ANTÔNIO DOS MILAGRES,PI,08/2026,243,397,215
220950,SANTO INÁCIO DO PIAUÍ,PI,08/2026,786,961,741
220955,SÃO BRAZ DO PIAUÍ,PI,08/2026,1111,1363,653
220960,SÃO FÉLIX DO PIAUÍ,PI,08/2026,349,535,362
220965,SÃO FRANCISCO DE ASSIS DO PIAUÍ,PI,08/2026,1413,1678,658
220970,SÃO FRANCISCO DO PIAUÍ,PI,08/2026,1403,1661,867
220975,SÃO GONÇALO DO GURGUÉIA,PI,08/2026,551,699,246
220980,SÃO GONÇALO DO PIAUÍ,PI,08/2026,1025,1256,397
220985,SÃO JOÃO DA CANABRAVA,PI,08/2026,984,1208,548
220987,SÃO JOÃO DA FRONTEIRA,PI,08/2026,1353,1577,470
220990,SÃO JOÃO DA SERRA,PI,08/2026,1163,1413,596
220995,SÃO JOÃO DA VARJOTA,PI,08/2026,992,1245,612
220997,SÃO JOÃO DO ARRAIAL,PI,08/2026,2111,2419,649
221000,SÃO JOÃO DO PIAUÍ,PI,08/2026,3309,4339,1805
221005,SÃO JOSÉ DO DIVINO,PI,08/2026,1223,1508,454
221010,SÃO JOSÉ DO PEIXE,PI,08/2026,644,812,410
221020,SÃO JOSÉ DO PIAUÍ,PI,08/2026,1132,1489,548
221030,SÃO JULIÃO,PI,08/2026,1503,1683,630
221035,SÃO LOURENÇO DO PIAUÍ,PI,08/2026,1215,1465,566
221037,SÃO LUIS DO PIAUÍ,PI,08/2026,398,575,256
221038,SÃO MIGUEL DA BAIXA GRANDE,PI,08/2026,318,443,254
221039,SÃO MIGUEL DO FIDALGO,PI,08/2026,516,671,334
221040,SÃO MIGUEL DO TAPUIO,PI,08/2026,3117,3960,2231
221050,SÃO PEDRO DO PIAUÍ,PI,08/2026,3538,3967,1083
221060,SÃO RAIMUNDO NONATO,PI,08/2026,6778,8831,4285
221062,SEBASTIÃO BARROS,PI,08/2026,864,1139,476
221063,SEBASTIÃO LEAL,PI,08/2026,795,1012,468
221065,SIGEFREDO PACHECO,PI,08/2026,2089,2468,1039
221070,SIMÕES,PI,08/2026,2036,2986,1335
221080,SIMPLÍCIO MENDES,PI,08/2026,2189,2858,1524
221090,SOCORRO DO PIAUÍ,PI,08/2026,1071,1267,579
221093,SUSSUAPARA,PI,08/2026,1276,1614,547
221095,TAMBORIL DO PIAUÍ,PI,08/2026,659,821,311
221097,TANQUE DO PIAUÍ,PI,08/2026,429,621,398
221100,TERESINA,PI,08/2026,87023,125841,47331
221110,UNIÃO,PI,08/2026,9080,11115,3307
221120,URUÇUÍ,PI,08/2026,3797,4907,1870
221130,VALENÇA DO PIAUÍ,PI,08/2026,2798,4276,2396
221135,VÁRZEA BRANCA,PI,08/2026,1329,1556,536
221140,VÁRZEA GRANDE,PI,08/2026,997,1203,581
221150,VERA MENDES,PI,08/2026,627,829,509
221160,VILA NOVA DO PIAUÍ,PI,08/2026,537,665,359
221170,WALL FERRAZ,PI,08/2026,996,1153,351
410010,ABATIÁ,PR,08/2026,353,785,678
410020,ADRIANÓPOLIS,PR,08/2026,449,847,735
410030,AGUDOS DO SUL,PR,08/2026,887,1492,841
410040,ALMIRANTE TAMANDARÉ,PR,08/2026,6306,11985,9586
410045,ALTAMIRA DO PARANÁ,PR,08/2026,232,465,466
410050,ALTÔNIA,PR,08/2026,540,1250,1421
410060,ALTO PARANÁ,PR,08/2026,855,1505,1126
410070,ALTO PIQUIRI,PR,08/2026,649,1139,1194
410080,ALVORADA DO SUL,PR,08/2026,770,1164,905
410090,AMAPORÃ,PR,08/2026,407,768,581
410100,AMPÉRE,PR,08/2026,128,1161,1563
410105,ANAHY,PR,08/2026,197,334,455
410110,ANDIRÁ,PR,08/2026,1594,2348,1743
410115,ÂNGULO,PR,08/2026,164,338,267
410120,ANTONINA,PR,08/2026,2267,3145,1714
410130,ANTÔNIO OLINTO,PR,08/2026,909,1269,553
410140,APUCARANA,PR,08/2026,5453,10565,11499
410150,ARAPONGAS,PR,08/2026,3722,7820,9994
410160,ARAPOTI,PR,08/2026,994,2087,1538
410165,ARAPUÃ,PR,08/2026,220,419,340
410170,ARARUNA,PR,08/2026,841,1706,2023
410180,ARAUCÁRIA,PR,08/2026,6866,12722,11100
410185,ARIRANHA DO IVAÍ,PR,08/2026,124,273,274
410190,ASSAÍ,PR,08/2026,625,1443,1320
